date,country,medicine,pricing_history
2022-02-28,DZA,Amoxicillin Tablet 500mg,0.040076062362199114
2022-03-31,DZA,Amoxicillin Tablet 500mg,0.039743104942968524
2022-04-30,DZA,Amoxicillin Tablet 500mg,0.03940795304409246
2022-05-31,DZA,Amoxicillin Tablet 500mg,0.039047998699024214
2022-06-30,DZA,Amoxicillin Tablet 500mg,0.038686211576913695
2022-07-31,DZA,Amoxicillin Tablet 500mg,0.03829820802966524
2022-08-31,DZA,Amoxicillin Tablet 500mg,0.0378955467056398
2022-09-30,DZA,Amoxicillin Tablet 500mg,0.03749166232660468
2022-10-31,DZA,Amoxicillin Tablet 500mg,0.03705936476066926
2022-11-30,DZA,Amoxicillin Tablet 500mg,0.03662629098155554
2022-12-31,DZA,Amoxicillin Tablet 500mg,0.03616330489736762
2023-01-31,DZA,Amoxicillin Tablet 500mg,0.03568431974462824
2023-02-28,DZA,Amoxicillin Tablet 500mg,0.03523771040033159
2023-03-31,DZA,Amoxicillin Tablet 500mg,0.03472752458946968
2023-04-30,DZA,Amoxicillin Tablet 500mg,0.034217814695003554
2023-05-31,DZA,Amoxicillin Tablet 500mg,0.0336743355506805
2023-06-30,DZA,Amoxicillin Tablet 500mg,0.033131897135279795
2023-07-31,DZA,Amoxicillin Tablet 500mg,0.03255407238115307
2023-08-31,DZA,Amoxicillin Tablet 500mg,0.03195839003653904
2023-09-30,DZA,Amoxicillin Tablet 500mg,0.031364664472600404
2023-10-31,DZA,Amoxicillin Tablet 500mg,0.030733049478452946
2023-11-30,DZA,Amoxicillin Tablet 500mg,0.030104041216735555
2023-12-31,DZA,Amoxicillin Tablet 500mg,0.02943544129671211
2024-01-31,DZA,Amoxicillin Tablet 500mg,0.028747642494426916
2024-02-29,DZA,Amoxicillin Tablet 500mg,0.028086596186688437
2024-03-31,DZA,Amoxicillin Tablet 500mg,0.02736086622992145
2024-04-30,DZA,Amoxicillin Tablet 500mg,0.02663951023068171
2024-05-31,DZA,Amoxicillin Tablet 500mg,0.025874173282398282
2018-01-31,AGO,Amoxicillin Tablet 500mg,0.05170929299099215
2018-02-28,AGO,Amoxicillin Tablet 500mg,0.051709037393900814
2018-03-31,AGO,Amoxicillin Tablet 500mg,0.05170826220851132
2018-04-30,AGO,Amoxicillin Tablet 500mg,0.05170677192992941
2018-05-31,AGO,Amoxicillin Tablet 500mg,0.05170420269962801
2018-06-30,AGO,Amoxicillin Tablet 500mg,0.05170046708257853
2018-07-31,AGO,Amoxicillin Tablet 500mg,0.05169505153102268
2018-08-31,AGO,Amoxicillin Tablet 500mg,0.051687786224143904
2018-09-30,AGO,Amoxicillin Tablet 500mg,0.05167873809440835
2018-10-31,AGO,Amoxicillin Tablet 500mg,0.05166703942654537
2018-11-30,AGO,Amoxicillin Tablet 500mg,0.05165319178149807
2018-12-31,AGO,Amoxicillin Tablet 500mg,0.05163600747630833
2019-01-31,AGO,Amoxicillin Tablet 500mg,0.051615632124021205
2019-02-28,AGO,Amoxicillin Tablet 500mg,0.05159425975424446
2019-03-31,AGO,Amoxicillin Tablet 500mg,0.05156706030079578
2019-04-30,AGO,Amoxicillin Tablet 500mg,0.051536951501048464
2019-05-31,AGO,Amoxicillin Tablet 500mg,0.05150166159506441
2019-06-30,AGO,Amoxicillin Tablet 500mg,0.051463214159149374
2019-07-31,AGO,Amoxicillin Tablet 500mg,0.05141878152428739
2019-08-31,AGO,Amoxicillin Tablet 500mg,0.05136929932039218
2019-09-30,AGO,Amoxicillin Tablet 500mg,0.051316349480177756
2019-10-31,AGO,Amoxicillin Tablet 500mg,0.05125613750767487
2019-11-30,AGO,Amoxicillin Tablet 500mg,0.05119229485444855
2019-12-31,AGO,Amoxicillin Tablet 500mg,0.05112030083699543
2020-01-31,AGO,Amoxicillin Tablet 500mg,0.05104191595873463
2020-02-29,AGO,Amoxicillin Tablet 500mg,0.05096256173878281
2020-03-31,AGO,Amoxicillin Tablet 500mg,0.050871035424983585
2020-04-30,AGO,Amoxicillin Tablet 500mg,0.05077561982906382
2020-05-31,AGO,Amoxicillin Tablet 500mg,0.050669689404673895
2020-06-30,AGO,Amoxicillin Tablet 500mg,0.05055982518091996
2020-07-31,AGO,Amoxicillin Tablet 500mg,0.0504384383695968
2020-08-31,AGO,Amoxicillin Tablet 500mg,0.0503087934089172
2020-09-30,AGO,Amoxicillin Tablet 500mg,0.05017521171146532
2020-10-31,AGO,Amoxicillin Tablet 500mg,0.05002852332412273
2020-11-30,AGO,Amoxicillin Tablet 500mg,0.04987793882199251
2020-12-31,AGO,Amoxicillin Tablet 500mg,0.049713154731644366
2021-01-31,AGO,Amoxicillin Tablet 500mg,0.04953877120016534
2021-02-28,AGO,Amoxicillin Tablet 500mg,0.04937278651716255
2021-03-31,AGO,Amoxicillin Tablet 500mg,0.049179382263619516
2021-04-30,AGO,Amoxicillin Tablet 500mg,0.0489823284642589
2021-05-31,AGO,Amoxicillin Tablet 500mg,0.0487682236925017
2021-06-30,AGO,Amoxicillin Tablet 500mg,0.04855062796760678
2021-07-31,AGO,Amoxicillin Tablet 500mg,0.048314770401292846
2021-08-31,AGO,Amoxicillin Tablet 500mg,0.048067454871912205
2021-09-30,AGO,Amoxicillin Tablet 500mg,0.04781695178170601
2021-10-31,AGO,Amoxicillin Tablet 500mg,0.04754629641803888
2021-11-30,AGO,Amoxicillin Tablet 500mg,0.04727269722545421
2021-12-31,AGO,Amoxicillin Tablet 500mg,0.046977649751158056
2022-01-31,AGO,Amoxicillin Tablet 500mg,0.046669803022020735
2022-02-28,AGO,Amoxicillin Tablet 500mg,0.04638052062653916
2022-03-31,AGO,Amoxicillin Tablet 500mg,0.04604756320730857
2022-04-30,AGO,Amoxicillin Tablet 500mg,0.0457124113084325
2022-05-31,AGO,Amoxicillin Tablet 500mg,0.04535245696336426
2022-06-30,AGO,Amoxicillin Tablet 500mg,0.044990669841253744
2022-07-31,AGO,Amoxicillin Tablet 500mg,0.04460266629400529
2022-08-31,AGO,Amoxicillin Tablet 500mg,0.04420000496997984
2022-09-30,AGO,Amoxicillin Tablet 500mg,0.043796120590944725
2022-10-31,AGO,Amoxicillin Tablet 500mg,0.04336382302500931
2022-11-30,AGO,Amoxicillin Tablet 500mg,0.042930749245895586
2022-12-31,AGO,Amoxicillin Tablet 500mg,0.04246776316170766
2023-01-31,AGO,Amoxicillin Tablet 500mg,0.04198877800896828
2023-02-28,AGO,Amoxicillin Tablet 500mg,0.04154216866467164
2023-03-31,AGO,Amoxicillin Tablet 500mg,0.041031982853809726
2023-04-30,AGO,Amoxicillin Tablet 500mg,0.040522272959343596
2023-05-31,AGO,Amoxicillin Tablet 500mg,0.03997879381502055
2023-06-30,AGO,Amoxicillin Tablet 500mg,0.03943635539961984
2023-07-31,AGO,Amoxicillin Tablet 500mg,0.03885853064549311
2023-08-31,AGO,Amoxicillin Tablet 500mg,0.03826284830087909
2023-09-30,AGO,Amoxicillin Tablet 500mg,0.03766912273694045
2023-10-31,AGO,Amoxicillin Tablet 500mg,0.03703750774279299
2023-11-30,AGO,Amoxicillin Tablet 500mg,0.0364084994810756
2023-12-31,AGO,Amoxicillin Tablet 500mg,0.035739899561052155
2024-01-31,AGO,Amoxicillin Tablet 500mg,0.03505210075876696
2024-02-29,AGO,Amoxicillin Tablet 500mg,0.03439105445102848
2024-03-31,AGO,Amoxicillin Tablet 500mg,0.033665324494261496
2024-04-30,AGO,Amoxicillin Tablet 500mg,0.03294396849502176
2024-05-31,AGO,Amoxicillin Tablet 500mg,0.03217863154673833
2018-01-31,BEN,Amoxicillin Tablet 500mg,0.04016922098532307
2018-02-28,BEN,Amoxicillin Tablet 500mg,0.04016896538823173
2018-03-31,BEN,Amoxicillin Tablet 500mg,0.040168190202842236
2018-04-30,BEN,Amoxicillin Tablet 500mg,0.04016669992426033
2018-05-31,BEN,Amoxicillin Tablet 500mg,0.04016413069395893
2018-06-30,BEN,Amoxicillin Tablet 500mg,0.040160395076909446
2018-07-31,BEN,Amoxicillin Tablet 500mg,0.0401549795253536
2018-08-31,BEN,Amoxicillin Tablet 500mg,0.04014771421847482
2018-09-30,BEN,Amoxicillin Tablet 500mg,0.04013866608873927
2018-10-31,BEN,Amoxicillin Tablet 500mg,0.04012696742087629
2018-11-30,BEN,Amoxicillin Tablet 500mg,0.04011311977582899
2018-12-31,BEN,Amoxicillin Tablet 500mg,0.04009593547063925
2019-01-31,BEN,Amoxicillin Tablet 500mg,0.04007556011835212
2019-02-28,BEN,Amoxicillin Tablet 500mg,0.04005418774857538
2019-03-31,BEN,Amoxicillin Tablet 500mg,0.0400269882951267
2019-04-30,BEN,Amoxicillin Tablet 500mg,0.03999687949537938
2019-05-31,BEN,Amoxicillin Tablet 500mg,0.03996158958939533
2019-06-30,BEN,Amoxicillin Tablet 500mg,0.03992314215348029
2019-07-31,BEN,Amoxicillin Tablet 500mg,0.039878709518618306
2019-08-31,BEN,Amoxicillin Tablet 500mg,0.0398292273147231
2019-09-30,BEN,Amoxicillin Tablet 500mg,0.039776277474508674
2019-10-31,BEN,Amoxicillin Tablet 500mg,0.039716065502005786
2019-11-30,BEN,Amoxicillin Tablet 500mg,0.03965222284877947
2019-12-31,BEN,Amoxicillin Tablet 500mg,0.03958022883132635
2020-01-31,BEN,Amoxicillin Tablet 500mg,0.039501843953065545
2020-02-29,BEN,Amoxicillin Tablet 500mg,0.03942248973311373
2020-03-31,BEN,Amoxicillin Tablet 500mg,0.0393309634193145
2020-04-30,BEN,Amoxicillin Tablet 500mg,0.03923554782339474
2020-05-31,BEN,Amoxicillin Tablet 500mg,0.039129617399004814
2020-06-30,BEN,Amoxicillin Tablet 500mg,0.03901975317525088
2020-07-31,BEN,Amoxicillin Tablet 500mg,0.03889836636392772
2020-08-31,BEN,Amoxicillin Tablet 500mg,0.03876872140324812
2020-09-30,BEN,Amoxicillin Tablet 500mg,0.03863513970579624
2020-10-31,BEN,Amoxicillin Tablet 500mg,0.038488451318453645
2020-11-30,BEN,Amoxicillin Tablet 500mg,0.03833786681632343
2020-12-31,BEN,Amoxicillin Tablet 500mg,0.038173082725975284
2021-01-31,BEN,Amoxicillin Tablet 500mg,0.037998699194496256
2021-02-28,BEN,Amoxicillin Tablet 500mg,0.03783271451149347
2021-03-31,BEN,Amoxicillin Tablet 500mg,0.037639310257950434
2021-04-30,BEN,Amoxicillin Tablet 500mg,0.03744225645858982
2021-05-31,BEN,Amoxicillin Tablet 500mg,0.03722815168683262
2021-06-30,BEN,Amoxicillin Tablet 500mg,0.0370105559619377
2021-07-31,BEN,Amoxicillin Tablet 500mg,0.036774698395623764
2021-08-31,BEN,Amoxicillin Tablet 500mg,0.03652738286624312
2021-09-30,BEN,Amoxicillin Tablet 500mg,0.03627687977603693
2021-10-31,BEN,Amoxicillin Tablet 500mg,0.0360062244123698
2021-11-30,BEN,Amoxicillin Tablet 500mg,0.03573262521978513
2021-12-31,BEN,Amoxicillin Tablet 500mg,0.035437577745488974
2022-01-31,BEN,Amoxicillin Tablet 500mg,0.035129731016351654
2022-02-28,BEN,Amoxicillin Tablet 500mg,0.03484044862087008
2022-03-31,BEN,Amoxicillin Tablet 500mg,0.03450749120163949
2022-04-30,BEN,Amoxicillin Tablet 500mg,0.03417233930276342
2022-05-31,BEN,Amoxicillin Tablet 500mg,0.03381238495769518
2022-06-30,BEN,Amoxicillin Tablet 500mg,0.03345059783558466
2022-07-31,BEN,Amoxicillin Tablet 500mg,0.03306259428833621
2022-08-31,BEN,Amoxicillin Tablet 500mg,0.03265993296431076
2022-09-30,BEN,Amoxicillin Tablet 500mg,0.03225604858527564
2022-10-31,BEN,Amoxicillin Tablet 500mg,0.03182375101934023
2022-11-30,BEN,Amoxicillin Tablet 500mg,0.031390677240226504
2022-12-31,BEN,Amoxicillin Tablet 500mg,0.030927691156038578
2023-01-31,BEN,Amoxicillin Tablet 500mg,0.0304487060032992
2023-02-28,BEN,Amoxicillin Tablet 500mg,0.03000209665900256
2023-03-31,BEN,Amoxicillin Tablet 500mg,0.029491910848140644
2023-04-30,BEN,Amoxicillin Tablet 500mg,0.028982200953674514
2023-05-31,BEN,Amoxicillin Tablet 500mg,0.028438721809351468
2023-06-30,BEN,Amoxicillin Tablet 500mg,0.027896283393950755
2023-07-31,BEN,Amoxicillin Tablet 500mg,0.02731845863982403
2023-08-31,BEN,Amoxicillin Tablet 500mg,0.026722776295210006
2023-09-30,BEN,Amoxicillin Tablet 500mg,0.02612905073127137
2023-10-31,BEN,Amoxicillin Tablet 500mg,0.02549743573712391
2023-11-30,BEN,Amoxicillin Tablet 500mg,0.024868427475406518
2023-12-31,BEN,Amoxicillin Tablet 500mg,0.024199827555383073
2024-01-31,BEN,Amoxicillin Tablet 500mg,0.02351202875309788
2024-02-29,BEN,Amoxicillin Tablet 500mg,0.0228509824453594
2024-03-31,BEN,Amoxicillin Tablet 500mg,0.022125252488592415
2024-04-30,BEN,Amoxicillin Tablet 500mg,0.021403896489352675
2024-05-31,BEN,Amoxicillin Tablet 500mg,0.020638559541069246
2018-01-31,BWA,Amoxicillin Tablet 500mg,0.06420332151357466
2018-02-28,BWA,Amoxicillin Tablet 500mg,0.06420306591648334
2018-03-31,BWA,Amoxicillin Tablet 500mg,0.06420229073109383
2018-04-30,BWA,Amoxicillin Tablet 500mg,0.06420080045251192
2018-05-31,BWA,Amoxicillin Tablet 500mg,0.06419823122221052
2018-06-30,BWA,Amoxicillin Tablet 500mg,0.06419449560516105
2018-07-31,BWA,Amoxicillin Tablet 500mg,0.0641890800536052
2018-08-31,BWA,Amoxicillin Tablet 500mg,0.06418181474672642
2018-09-30,BWA,Amoxicillin Tablet 500mg,0.06417276661699087
2018-10-31,BWA,Amoxicillin Tablet 500mg,0.06416106794912789
2018-11-30,BWA,Amoxicillin Tablet 500mg,0.06414722030408058
2018-12-31,BWA,Amoxicillin Tablet 500mg,0.06413003599889085
2019-01-31,BWA,Amoxicillin Tablet 500mg,0.06410966064660373
2019-02-28,BWA,Amoxicillin Tablet 500mg,0.06408828827682697
2019-03-31,BWA,Amoxicillin Tablet 500mg,0.0640610888233783
2019-04-30,BWA,Amoxicillin Tablet 500mg,0.06403098002363097
2019-05-31,BWA,Amoxicillin Tablet 500mg,0.06399569011764693
2019-06-30,BWA,Amoxicillin Tablet 500mg,0.06395724268173189
2019-07-31,BWA,Amoxicillin Tablet 500mg,0.06391281004686991
2019-08-31,BWA,Amoxicillin Tablet 500mg,0.06386332784297469
2019-09-30,BWA,Amoxicillin Tablet 500mg,0.06381037800276027
2019-10-31,BWA,Amoxicillin Tablet 500mg,0.06375016603025738
2019-11-30,BWA,Amoxicillin Tablet 500mg,0.06368632337703106
2019-12-31,BWA,Amoxicillin Tablet 500mg,0.06361432935957795
2020-01-31,BWA,Amoxicillin Tablet 500mg,0.06353594448131714
2020-02-29,BWA,Amoxicillin Tablet 500mg,0.06345659026136533
2020-03-31,BWA,Amoxicillin Tablet 500mg,0.06336506394756611
2020-04-30,BWA,Amoxicillin Tablet 500mg,0.06326964835164633
2020-05-31,BWA,Amoxicillin Tablet 500mg,0.06316371792725642
2020-06-30,BWA,Amoxicillin Tablet 500mg,0.06305385370350247
2020-07-31,BWA,Amoxicillin Tablet 500mg,0.06293246689217932
2020-08-31,BWA,Amoxicillin Tablet 500mg,0.06280282193149972
2020-09-30,BWA,Amoxicillin Tablet 500mg,0.06266924023404784
2020-10-31,BWA,Amoxicillin Tablet 500mg,0.06252255184670524
2020-11-30,BWA,Amoxicillin Tablet 500mg,0.06237196734457503
2020-12-31,BWA,Amoxicillin Tablet 500mg,0.06220718325422688
2021-01-31,BWA,Amoxicillin Tablet 500mg,0.062032799722747854
2021-02-28,BWA,Amoxicillin Tablet 500mg,0.06186681503974507
2021-03-31,BWA,Amoxicillin Tablet 500mg,0.06167341078620203
2021-04-30,BWA,Amoxicillin Tablet 500mg,0.06147635698684142
2021-05-31,BWA,Amoxicillin Tablet 500mg,0.06126225221508422
2021-06-30,BWA,Amoxicillin Tablet 500mg,0.061044656490189295
2021-07-31,BWA,Amoxicillin Tablet 500mg,0.06080879892387536
2021-08-31,BWA,Amoxicillin Tablet 500mg,0.06056148339449472
2021-09-30,BWA,Amoxicillin Tablet 500mg,0.060310980304288525
2021-10-31,BWA,Amoxicillin Tablet 500mg,0.0600403249406214
2021-11-30,BWA,Amoxicillin Tablet 500mg,0.05976672574803673
2021-12-31,BWA,Amoxicillin Tablet 500mg,0.05947167827374057
2022-01-31,BWA,Amoxicillin Tablet 500mg,0.05916383154460325
2022-02-28,BWA,Amoxicillin Tablet 500mg,0.05887454914912168
2022-03-31,BWA,Amoxicillin Tablet 500mg,0.05854159172989109
2022-04-30,BWA,Amoxicillin Tablet 500mg,0.05820643983101502
2022-05-31,BWA,Amoxicillin Tablet 500mg,0.05784648548594678
2022-06-30,BWA,Amoxicillin Tablet 500mg,0.05748469836383626
2022-07-31,BWA,Amoxicillin Tablet 500mg,0.05709669481658781
2022-08-31,BWA,Amoxicillin Tablet 500mg,0.05669403349256236
2022-09-30,BWA,Amoxicillin Tablet 500mg,0.05629014911352724
2022-10-31,BWA,Amoxicillin Tablet 500mg,0.055857851547591826
2022-11-30,BWA,Amoxicillin Tablet 500mg,0.0554247777684781
2022-12-31,BWA,Amoxicillin Tablet 500mg,0.054961791684290176
2023-01-31,BWA,Amoxicillin Tablet 500mg,0.0544828065315508
2023-02-28,BWA,Amoxicillin Tablet 500mg,0.05403619718725416
2023-03-31,BWA,Amoxicillin Tablet 500mg,0.05352601137639224
2023-04-30,BWA,Amoxicillin Tablet 500mg,0.05301630148192611
2023-05-31,BWA,Amoxicillin Tablet 500mg,0.052472822337603066
2023-06-30,BWA,Amoxicillin Tablet 500mg,0.05193038392220235
2023-07-31,BWA,Amoxicillin Tablet 500mg,0.05135255916807563
2023-08-31,BWA,Amoxicillin Tablet 500mg,0.050756876823461604
2023-09-30,BWA,Amoxicillin Tablet 500mg,0.05016315125952297
2023-10-31,BWA,Amoxicillin Tablet 500mg,0.04953153626537551
2023-11-30,BWA,Amoxicillin Tablet 500mg,0.048902528003658116
2023-12-31,BWA,Amoxicillin Tablet 500mg,0.04823392808363467
2024-01-31,BWA,Amoxicillin Tablet 500mg,0.04754612928134948
2024-02-29,BWA,Amoxicillin Tablet 500mg,0.046885082973611
2024-03-31,BWA,Amoxicillin Tablet 500mg,0.04615935301684401
2024-04-30,BWA,Amoxicillin Tablet 500mg,0.04543799701760427
2024-05-31,BWA,Amoxicillin Tablet 500mg,0.044672660069320844
2018-01-31,BFA,Amoxicillin Tablet 500mg,0.06923888836991504
2018-02-28,BFA,Amoxicillin Tablet 500mg,0.06923863277282369
2018-03-31,BFA,Amoxicillin Tablet 500mg,0.0692378575874342
2018-04-30,BFA,Amoxicillin Tablet 500mg,0.0692363673088523
2018-05-31,BFA,Amoxicillin Tablet 500mg,0.0692337980785509
2018-06-30,BFA,Amoxicillin Tablet 500mg,0.0692300624615014
2018-07-31,BFA,Amoxicillin Tablet 500mg,0.06922464690994556
2018-08-31,BFA,Amoxicillin Tablet 500mg,0.06921738160306679
2018-09-30,BFA,Amoxicillin Tablet 500mg,0.06920833347333123
2018-10-31,BFA,Amoxicillin Tablet 500mg,0.06919663480546825
2018-11-30,BFA,Amoxicillin Tablet 500mg,0.06918278716042095
2018-12-31,BFA,Amoxicillin Tablet 500mg,0.06916560285523121
2019-01-31,BFA,Amoxicillin Tablet 500mg,0.06914522750294408
2019-02-28,BFA,Amoxicillin Tablet 500mg,0.06912385513316735
2019-03-31,BFA,Amoxicillin Tablet 500mg,0.06909665567971866
2019-04-30,BFA,Amoxicillin Tablet 500mg,0.06906654687997135
2019-05-31,BFA,Amoxicillin Tablet 500mg,0.06903125697398729
2019-06-30,BFA,Amoxicillin Tablet 500mg,0.06899280953807226
2019-07-31,BFA,Amoxicillin Tablet 500mg,0.06894837690321026
2019-08-31,BFA,Amoxicillin Tablet 500mg,0.06889889469931507
2019-09-30,BFA,Amoxicillin Tablet 500mg,0.06884594485910064
2019-10-31,BFA,Amoxicillin Tablet 500mg,0.06878573288659776
2019-11-30,BFA,Amoxicillin Tablet 500mg,0.06872189023337144
2019-12-31,BFA,Amoxicillin Tablet 500mg,0.06864989621591831
2020-01-31,BFA,Amoxicillin Tablet 500mg,0.06857151133765751
2020-02-29,BFA,Amoxicillin Tablet 500mg,0.06849215711770569
2020-03-31,BFA,Amoxicillin Tablet 500mg,0.06840063080390646
2020-04-30,BFA,Amoxicillin Tablet 500mg,0.0683052152079867
2020-05-31,BFA,Amoxicillin Tablet 500mg,0.06819928478359677
2020-06-30,BFA,Amoxicillin Tablet 500mg,0.06808942055984285
2020-07-31,BFA,Amoxicillin Tablet 500mg,0.06796803374851967
2020-08-31,BFA,Amoxicillin Tablet 500mg,0.06783838878784008
2020-09-30,BFA,Amoxicillin Tablet 500mg,0.0677048070903882
2020-10-31,BFA,Amoxicillin Tablet 500mg,0.06755811870304561
2020-11-30,BFA,Amoxicillin Tablet 500mg,0.06740753420091539
2020-12-31,BFA,Amoxicillin Tablet 500mg,0.06724275011056724
2021-01-31,BFA,Amoxicillin Tablet 500mg,0.06706836657908821
2021-02-28,BFA,Amoxicillin Tablet 500mg,0.06690238189608544
2021-03-31,BFA,Amoxicillin Tablet 500mg,0.0667089776425424
2021-04-30,BFA,Amoxicillin Tablet 500mg,0.06651192384318177
2021-05-31,BFA,Amoxicillin Tablet 500mg,0.06629781907142458
2021-06-30,BFA,Amoxicillin Tablet 500mg,0.06608022334652966
2021-07-31,BFA,Amoxicillin Tablet 500mg,0.06584436578021573
2021-08-31,BFA,Amoxicillin Tablet 500mg,0.06559705025083509
2021-09-30,BFA,Amoxicillin Tablet 500mg,0.06534654716062889
2021-10-31,BFA,Amoxicillin Tablet 500mg,0.06507589179696177
2021-11-30,BFA,Amoxicillin Tablet 500mg,0.06480229260437709
2021-12-31,BFA,Amoxicillin Tablet 500mg,0.06450724513008094
2022-01-31,BFA,Amoxicillin Tablet 500mg,0.06419939840094362
2022-02-28,BFA,Amoxicillin Tablet 500mg,0.06391011600546204
2022-03-31,BFA,Amoxicillin Tablet 500mg,0.06357715858623145
2022-04-30,BFA,Amoxicillin Tablet 500mg,0.06324200668735538
2022-05-31,BFA,Amoxicillin Tablet 500mg,0.06288205234228714
2022-06-30,BFA,Amoxicillin Tablet 500mg,0.06252026522017662
2022-07-31,BFA,Amoxicillin Tablet 500mg,0.06213226167292817
2022-08-31,BFA,Amoxicillin Tablet 500mg,0.06172960034890272
2022-09-30,BFA,Amoxicillin Tablet 500mg,0.061325715969867606
2022-10-31,BFA,Amoxicillin Tablet 500mg,0.06089341840393219
2022-11-30,BFA,Amoxicillin Tablet 500mg,0.06046034462481847
2022-12-31,BFA,Amoxicillin Tablet 500mg,0.05999735854063054
2023-01-31,BFA,Amoxicillin Tablet 500mg,0.05951837338789116
2023-02-28,BFA,Amoxicillin Tablet 500mg,0.05907176404359452
2023-03-31,BFA,Amoxicillin Tablet 500mg,0.05856157823273261
2023-04-30,BFA,Amoxicillin Tablet 500mg,0.05805186833826648
2023-05-31,BFA,Amoxicillin Tablet 500mg,0.05750838919394343
2023-06-30,BFA,Amoxicillin Tablet 500mg,0.05696595077854272
2023-07-31,BFA,Amoxicillin Tablet 500mg,0.056388126024415994
2023-08-31,BFA,Amoxicillin Tablet 500mg,0.05579244367980197
2023-09-30,BFA,Amoxicillin Tablet 500mg,0.055198718115863334
2023-10-31,BFA,Amoxicillin Tablet 500mg,0.05456710312171587
2023-11-30,BFA,Amoxicillin Tablet 500mg,0.05393809485999848
2023-12-31,BFA,Amoxicillin Tablet 500mg,0.053269494939975036
2024-01-31,BFA,Amoxicillin Tablet 500mg,0.05258169613768984
2024-02-29,BFA,Amoxicillin Tablet 500mg,0.051920649829951364
2024-03-31,BFA,Amoxicillin Tablet 500mg,0.05119491987318438
2024-04-30,BFA,Amoxicillin Tablet 500mg,0.05047356387394464
2024-05-31,BFA,Amoxicillin Tablet 500mg,0.04970822692566121
2018-01-31,BDI,Amoxicillin Tablet 500mg,0.06056376483308416
2018-02-28,BDI,Amoxicillin Tablet 500mg,0.060563509235992824
2018-03-31,BDI,Amoxicillin Tablet 500mg,0.06056273405060332
